TIME,GEO,AIRPOL,AIRSECT,Value
2000,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"2,244,000"
2001,Belgium,Sulphur oxides,Total sectors of emissions for the national territory,"166,727"
2001,Bulgaria,Sulphur oxides,Total sectors of emissions for the national territory,"828,657"
2001,Czech Republic,Sulphur oxides,Total sectors of emissions for the national territory,"223,810"
2001,Denmark,Sulphur oxides,Total sectors of emissions for the national territory,"30,186"
2001,Germany,Sulphur oxides,Total sectors of emissions for the national territory,"623,318"
2001,Estonia,Sulphur oxides,Total sectors of emissions for the national territory,"90,705"
2001,Ireland,Sulphur oxides,Total sectors of emissions for the national territory,"136,698"
2001,Greece,Sulphur oxides,Total sectors of emissions for the national territory,"507,725"
2001,Spain,Sulphur oxides,Total sectors of emissions for the national territory,"1,423,629"
2001,France,Sulphur oxides,Total sectors of emissions for the national territory,"553,236"
2001,Croatia,Sulphur oxides,Total sectors of emissions for the national territory,"59,552"
2001,Italy,Sulphur oxides,Total sectors of emissions for the national territory,"702,810"
2001,Cyprus,Sulphur oxides,Total sectors of emissions for the national territory,"45,048"
2001,Latvia,Sulphur oxides,Total sectors of emissions for the national territory,"14,118"
2001,Lithuania,Sulphur oxides,Total sectors of emissions for the national territory,"40,310"
2001,Luxembourg,Sulphur oxides,Total sectors of emissions for the national territory,"3,746"
2001,Hungary,Sulphur oxides,Total sectors of emissions for the national territory,"347,202"
2001,Malta,Sulphur oxides,Total sectors of emissions for the national territory,"25,952"
2001,Netherlands,Sulphur oxides,Total sectors of emissions for the national territory,"74,635"
2001,Austria,Sulphur oxides,Total sectors of emissions for the national territory,"32,432"
2001,Poland,Sulphur oxides,Total sectors of emissions for the national territory,"1,378,960"
2001,Portugal,Sulphur oxides,Total sectors of emissions for the national territory,"250,438"
2001,Romania,Sulphur oxides,Total sectors of emissions for the national territory,"535,103"
2001,Slovenia,Sulphur oxides,Total sectors of emissions for the national territory,"63,910"
2001,Slovakia,Sulphur oxides,Total sectors of emissions for the national territory,"134,707"
2001,Finland,Sulphur oxides,Total sectors of emissions for the national territory,"86,371"
2001,Sweden,Sulphur oxides,Total sectors of emissions for the national territory,"40,788"
2001,United Kingdom,Sulphur oxides,Total sectors of emissions for the national territory,"1,135,281"
2001,Iceland,Sulphur oxides,Total sectors of emissions for the national territory,"38,438"
2001,Liechtenstein,Sulphur oxides,Total sectors of emissions for the national territory,48
2001,Norway,Sulphur oxides,Total sectors of emissions for the national territory,"25,317"
2001,Switzerland,Sulphur oxides,Total sectors of emissions for the national territory,"18,088"
2001,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"1,984,000"
2002,Belgium,Sulphur oxides,Total sectors of emissions for the national territory,"156,958"
2002,Bulgaria,Sulphur oxides,Total sectors of emissions for the national territory,"758,570"
2002,Czech Republic,Sulphur oxides,Total sectors of emissions for the national territory,"219,640"
2002,Denmark,Sulphur oxides,Total sectors of emissions for the national territory,"28,381"
2002,Germany,Sulphur oxides,Total sectors of emissions for the national territory,"559,776"
2002,Estonia,Sulphur oxides,Total sectors of emissions for the national territory,"87,029"
2002,Ireland,Sulphur oxides,Total sectors of emissions for the national territory,"103,594"
2002,Greece,Sulphur oxides,Total sectors of emissions for the national territory,"517,163"
2002,Spain,Sulphur oxides,Total sectors of emissions for the national territory,"1,550,948"
2002,France,Sulphur oxides,Total sectors of emissions for the national territory,"517,698"
2002,Croatia,Sulphur oxides,Total sectors of emissions for the national territory,"63,626"
2002,Italy,Sulphur oxides,Total sectors of emissions for the national territory,"621,930"
2002,Cyprus,Sulphur oxides,Total sectors of emissions for the national territory,"45,326"
2002,Latvia,Sulphur oxides,Total sectors of emissions for the national territory,"12,814"
2002,Lithuania,Sulphur oxides,Total sectors of emissions for the national territory,"35,301"
2002,Luxembourg,Sulphur oxides,Total sectors of emissions for the national territory,"2,738"
2002,Hungary,Sulphur oxides,Total sectors of emissions for the national territory,"273,220"
2002,Malta,Sulphur oxides,Total sectors of emissions for the national territory,"25,227"
2002,Netherlands,Sulphur oxides,Total sectors of emissions for the national territory,"67,895"
2002,Austria,Sulphur oxides,Total sectors of emissions for the national territory,"31,623"
2002,Poland,Sulphur oxides,Total sectors of emissions for the national territory,"1,291,103"
2002,Portugal,Sulphur oxides,Total sectors of emissions for the national territory,"249,664"
2002,Romania,Sulphur oxides,Total sectors of emissions for the national territory,"508,534"
2002,Slovenia,Sulphur oxides,Total sectors of emissions for the national territory,"63,548"
2002,Slovakia,Sulphur oxides,Total sectors of emissions for the national territory,"107,177"
2002,Finland,Sulphur oxides,Total sectors of emissions for the national territory,"80,769"
2002,Sweden,Sulphur oxides,Total sectors of emissions for the national territory,"40,639"
2002,United Kingdom,Sulphur oxides,Total sectors of emissions for the national territory,"1,013,972"
2002,Iceland,Sulphur oxides,Total sectors of emissions for the national territory,"40,745"
2002,Liechtenstein,Sulphur oxides,Total sectors of emissions for the national territory,50
2002,Norway,Sulphur oxides,Total sectors of emissions for the national territory,"22,959"
2002,Switzerland,Sulphur oxides,Total sectors of emissions for the national territory,"15,581"
2002,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"1,873,000"
2003,Belgium,Sulphur oxides,Total sectors of emissions for the national territory,"152,537"
2003,Bulgaria,Sulphur oxides,Total sectors of emissions for the national territory,"826,850"
2003,Czech Republic,Sulphur oxides,Total sectors of emissions for the national territory,"219,640"
2003,Denmark,Sulphur oxides,Total sectors of emissions for the national territory,"35,175"
2003,Germany,Sulphur oxides,Total sectors of emissions for the national territory,"532,221"
2003,Estonia,Sulphur oxides,Total sectors of emissions for the national territory,"100,320"
2003,Ireland,Sulphur oxides,Total sectors of emissions for the national territory,"81,496"
2003,Greece,Sulphur oxides,Total sectors of emissions for the national territory,"555,620"
2003,Spain,Sulphur oxides,Total sectors of emissions for the national territory,"1,298,882"
2003,France,Sulphur oxides,Total sectors of emissions for the national territory,"497,600"
2003,Croatia,Sulphur oxides,Total sectors of emissions for the national territory,"63,960"
2003,Italy,Sulphur oxides,Total sectors of emissions for the national territory,"523,124"
2003,Cyprus,Sulphur oxides,Total sectors of emissions for the national territory,"46,828"
2003,Latvia,Sulphur oxides,Total sectors of emissions for the national territory,"11,372"
2003,Lithuania,Sulphur oxides,Total sectors of emissions for the national territory,"27,552"
2003,Luxembourg,Sulphur oxides,Total sectors of emissions for the national territory,"2,544"
2003,Hungary,Sulphur oxides,Total sectors of emissions for the national territory,"246,804"
2003,Malta,Sulphur oxides,Total sectors of emissions for the national territory,"27,410"
2003,Netherlands,Sulphur oxides,Total sectors of emissions for the national territory,"63,367"
2003,Austria,Sulphur oxides,Total sectors of emissions for the national territory,"31,668"
2003,Poland,Sulphur oxides,Total sectors of emissions for the national territory,"1,273,461"
2003,Portugal,Sulphur oxides,Total sectors of emissions for the national territory,"191,477"
2003,Romania,Sulphur oxides,Total sectors of emissions for the national territory,"537,609"
2003,Slovenia,Sulphur oxides,Total sectors of emissions for the national territory,"61,945"
2003,Slovakia,Sulphur oxides,Total sectors of emissions for the national territory,"109,310"
2003,Finland,Sulphur oxides,Total sectors of emissions for the national territory,"98,045"
2003,Sweden,Sulphur oxides,Total sectors of emissions for the national territory,"41,504"
2003,United Kingdom,Sulphur oxides,Total sectors of emissions for the national territory,"991,085"
2003,Iceland,Sulphur oxides,Total sectors of emissions for the national territory,"37,046"
2003,Liechtenstein,Sulphur oxides,Total sectors of emissions for the national territory,48
2003,Norway,Sulphur oxides,Total sectors of emissions for the national territory,"23,347"
2003,Switzerland,Sulphur oxides,Total sectors of emissions for the national territory,"15,112"
2003,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"1,792,000"
2004,Belgium,Sulphur oxides,Total sectors of emissions for the national territory,"155,197"
2004,Bulgaria,Sulphur oxides,Total sectors of emissions for the national territory,"791,326"
2004,Czech Republic,Sulphur oxides,Total sectors of emissions for the national territory,"211,574"
2004,Denmark,Sulphur oxides,Total sectors of emissions for the national territory,"28,817"
2004,Germany,Sulphur oxides,Total sectors of emissions for the national territory,"491,391"
2004,Estonia,Sulphur oxides,Total sectors of emissions for the national territory,"88,175"
2004,Ireland,Sulphur oxides,Total sectors of emissions for the national territory,"74,121"
2004,Greece,Sulphur oxides,Total sectors of emissions for the national territory,"551,721"
2004,Spain,Sulphur oxides,Total sectors of emissions for the national territory,"1,329,365"
2004,France,Sulphur oxides,Total sectors of emissions for the national territory,"478,113"
2004,Croatia,Sulphur oxides,Total sectors of emissions for the national territory,"52,476"
2004,Italy,Sulphur oxides,Total sectors of emissions for the national territory,"485,926"
2004,Cyprus,Sulphur oxides,Total sectors of emissions for the national territory,"40,120"
2004,Latvia,Sulphur oxides,Total sectors of emissions for the national territory,"9,291"
2004,Lithuania,Sulphur oxides,Total sectors of emissions for the national territory,"28,422"
2004,Luxembourg,Sulphur oxides,Total sectors of emissions for the national territory,"2,463"
2004,Hungary,Sulphur oxides,Total sectors of emissions for the national territory,"150,533"
2004,Malta,Sulphur oxides,Total sectors of emissions for the national territory,"11,140"
2004,Netherlands,Sulphur oxides,Total sectors of emissions for the national territory,"65,954"
2004,Austria,Sulphur oxides,Total sectors of emissions for the national territory,"27,079"
2004,Poland,Sulphur oxides,Total sectors of emissions for the national territory,"1,201,919"
2004,Portugal,Sulphur oxides,Total sectors of emissions for the national territory,"192,948"
2004,Romania,Sulphur oxides,Total sectors of emissions for the national territory,"508,351"
2004,Slovenia,Sulphur oxides,Total sectors of emissions for the national territory,"51,262"
2004,Slovakia,Sulphur oxides,Total sectors of emissions for the national territory,"99,898"
2004,Finland,Sulphur oxides,Total sectors of emissions for the national territory,"84,329"
2004,Sweden,Sulphur oxides,Total sectors of emissions for the national territory,"37,048"
2004,United Kingdom,Sulphur oxides,Total sectors of emissions for the national territory,"834,309"
2004,Iceland,Sulphur oxides,Total sectors of emissions for the national territory,"32,252"
2004,Liechtenstein,Sulphur oxides,Total sectors of emissions for the national territory,41
2004,Norway,Sulphur oxides,Total sectors of emissions for the national territory,"25,073"
2004,Switzerland,Sulphur oxides,Total sectors of emissions for the national territory,"14,968"
2004,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"1,782,000"
2005,Belgium,Sulphur oxides,Total sectors of emissions for the national territory,"142,438"
2005,Bulgaria,Sulphur oxides,Total sectors of emissions for the national territory,"778,643"
2005,Czech Republic,Sulphur oxides,Total sectors of emissions for the national territory,"207,720"
2005,Denmark,Sulphur oxides,Total sectors of emissions for the national territory,"26,130"
2005,Germany,Sulphur oxides,Total sectors of emissions for the national territory,"471,677"
2005,Estonia,Sulphur oxides,Total sectors of emissions for the national territory,"76,246"
2005,Ireland,Sulphur oxides,Total sectors of emissions for the national territory,"73,987"
2005,Greece,Sulphur oxides,Total sectors of emissions for the national territory,"541,499"
2005,Spain,Sulphur oxides,Total sectors of emissions for the national territory,"1,277,099"
2005,France,Sulphur oxides,Total sectors of emissions for the national territory,"454,701"
2005,Croatia,Sulphur oxides,Total sectors of emissions for the national territory,"58,996"
2005,Italy,Sulphur oxides,Total sectors of emissions for the national territory,"408,279"
2005,Cyprus,Sulphur oxides,Total sectors of emissions for the national territory,"37,864"
2005,Latvia,Sulphur oxides,Total sectors of emissions for the national territory,"8,454"
2005,Lithuania,Sulphur oxides,Total sectors of emissions for the national territory,"30,908"
2005,Luxembourg,Sulphur oxides,Total sectors of emissions for the national territory,"2,406"
2005,Hungary,Sulphur oxides,Total sectors of emissions for the national territory,"41,743"
2005,Malta,Sulphur oxides,Total sectors of emissions for the national territory,"11,390"
2005,Netherlands,Sulphur oxides,Total sectors of emissions for the national territory,"64,180"
2005,Austria,Sulphur oxides,Total sectors of emissions for the national territory,"25,946"
2005,Poland,Sulphur oxides,Total sectors of emissions for the national territory,"1,163,597"
2005,Portugal,Sulphur oxides,Total sectors of emissions for the national territory,"194,982"
2005,Romania,Sulphur oxides,Total sectors of emissions for the national territory,"601,186"
2005,Slovenia,Sulphur oxides,Total sectors of emissions for the national territory,"41,019"
2005,Slovakia,Sulphur oxides,Total sectors of emissions for the national territory,"92,478"
2005,Finland,Sulphur oxides,Total sectors of emissions for the national territory,"69,614"
2005,Sweden,Sulphur oxides,Total sectors of emissions for the national territory,"36,122"
2005,United Kingdom,Sulphur oxides,Total sectors of emissions for the national territory,"711,014"
2005,Iceland,Sulphur oxides,Total sectors of emissions for the national territory,"39,310"
2005,Liechtenstein,Sulphur oxides,Total sectors of emissions for the national territory,45
2005,Norway,Sulphur oxides,Total sectors of emissions for the national territory,"24,034"
2005,Switzerland,Sulphur oxides,Total sectors of emissions for the national territory,"15,220"
2005,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"2,005,000"
2006,Belgium,Sulphur oxides,Total sectors of emissions for the national territory,"133,491"
2006,Bulgaria,Sulphur oxides,Total sectors of emissions for the national territory,"765,131"
2006,Czech Republic,Sulphur oxides,Total sectors of emissions for the national territory,"203,504"
2006,Denmark,Sulphur oxides,Total sectors of emissions for the national territory,"30,298"
2006,Germany,Sulphur oxides,Total sectors of emissions for the national territory,"472,920"
2006,Estonia,Sulphur oxides,Total sectors of emissions for the national territory,"69,900"
2006,Ireland,Sulphur oxides,Total sectors of emissions for the national territory,"62,965"
2006,Greece,Sulphur oxides,Total sectors of emissions for the national territory,"533,522"
2006,Spain,Sulphur oxides,Total sectors of emissions for the national territory,"1,157,760"
2006,France,Sulphur oxides,Total sectors of emissions for the national territory,"426,897"
2006,Croatia,Sulphur oxides,Total sectors of emissions for the national territory,"55,073"
2006,Italy,Sulphur oxides,Total sectors of emissions for the national territory,"386,605"
2006,Cyprus,Sulphur oxides,Total sectors of emissions for the national territory,"31,471"
2006,Latvia,Sulphur oxides,Total sectors of emissions for the national territory,"8,154"
2006,Lithuania,Sulphur oxides,Total sectors of emissions for the national territory,"29,710"
2006,Luxembourg,Sulphur oxides,Total sectors of emissions for the national territory,"2,790"
2006,Hungary,Sulphur oxides,Total sectors of emissions for the national territory,"39,758"
2006,Malta,Sulphur oxides,Total sectors of emissions for the national territory,"11,495"
2006,Netherlands,Sulphur oxides,Total sectors of emissions for the national territory,"64,191"
2006,Austria,Sulphur oxides,Total sectors of emissions for the national territory,"26,629"
2006,Poland,Sulphur oxides,Total sectors of emissions for the national territory,"1,227,863"
2006,Portugal,Sulphur oxides,Total sectors of emissions for the national territory,"170,125"
2006,Romania,Sulphur oxides,Total sectors of emissions for the national territory,"654,533"
2006,Slovenia,Sulphur oxides,Total sectors of emissions for the national territory,"16,628"
2006,Slovakia,Sulphur oxides,Total sectors of emissions for the national territory,"91,445"
2006,Finland,Sulphur oxides,Total sectors of emissions for the national territory,"84,523"
2006,Sweden,Sulphur oxides,Total sectors of emissions for the national territory,"35,915"
2006,United Kingdom,Sulphur oxides,Total sectors of emissions for the national territory,"669,637"
2006,Iceland,Sulphur oxides,Total sectors of emissions for the national territory,"43,731"
2006,Liechtenstein,Sulphur oxides,Total sectors of emissions for the national territory,42
2006,Norway,Sulphur oxides,Total sectors of emissions for the national territory,"21,146"
2006,Switzerland,Sulphur oxides,Total sectors of emissions for the national territory,"13,773"
2006,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"2,162,000"
2007,Belgium,Sulphur oxides,Total sectors of emissions for the national territory,"123,774"
2007,Bulgaria,Sulphur oxides,Total sectors of emissions for the national territory,"820,614"
2007,Czech Republic,Sulphur oxides,Total sectors of emissions for the national territory,"209,049"
2007,Denmark,Sulphur oxides,Total sectors of emissions for the national territory,"27,578"
2007,Germany,Sulphur oxides,Total sectors of emissions for the national territory,"456,495"
2007,Estonia,Sulphur oxides,Total sectors of emissions for the national territory,"88,034"
2007,Ireland,Sulphur oxides,Total sectors of emissions for the national territory,"56,957"
2007,Greece,Sulphur oxides,Total sectors of emissions for the national territory,"537,070"
2007,Spain,Sulphur oxides,Total sectors of emissions for the national territory,"1,121,188"
2007,France,Sulphur oxides,Total sectors of emissions for the national territory,"416,105"
2007,Croatia,Sulphur oxides,Total sectors of emissions for the national territory,"60,369"
2007,Italy,Sulphur oxides,Total sectors of emissions for the national territory,"344,175"
2007,Cyprus,Sulphur oxides,Total sectors of emissions for the national territory,"29,423"
2007,Latvia,Sulphur oxides,Total sectors of emissions for the national territory,"7,895"
2007,Lithuania,Sulphur oxides,Total sectors of emissions for the national territory,"25,902"
2007,Luxembourg,Sulphur oxides,Total sectors of emissions for the national territory,"2,354"
2007,Hungary,Sulphur oxides,Total sectors of emissions for the national territory,"35,457"
2007,Malta,Sulphur oxides,Total sectors of emissions for the national territory,"11,807"
2007,Netherlands,Sulphur oxides,Total sectors of emissions for the national territory,"60,725"
2007,Austria,Sulphur oxides,Total sectors of emissions for the national territory,"23,166"
2007,Poland,Sulphur oxides,Total sectors of emissions for the national territory,"1,165,732"
2007,Portugal,Sulphur oxides,Total sectors of emissions for the national territory,"162,743"
2007,Romania,Sulphur oxides,Total sectors of emissions for the national territory,"528,158"
2007,Slovenia,Sulphur oxides,Total sectors of emissions for the national territory,"14,847"
2007,Slovakia,Sulphur oxides,Total sectors of emissions for the national territory,"74,466"
2007,Finland,Sulphur oxides,Total sectors of emissions for the national territory,"82,930"
2007,Sweden,Sulphur oxides,Total sectors of emissions for the national territory,"30,612"
2007,United Kingdom,Sulphur oxides,Total sectors of emissions for the national territory,"588,202"
2007,Iceland,Sulphur oxides,Total sectors of emissions for the national territory,"57,955"
2007,Liechtenstein,Sulphur oxides,Total sectors of emissions for the national territory,26
2007,Norway,Sulphur oxides,Total sectors of emissions for the national territory,"20,101"
2007,Switzerland,Sulphur oxides,Total sectors of emissions for the national territory,"11,738"
2007,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"2,526,000"
2008,Belgium,Sulphur oxides,Total sectors of emissions for the national territory,"95,877"
2008,Bulgaria,Sulphur oxides,Total sectors of emissions for the national territory,"571,696"
2008,Czech Republic,Sulphur oxides,Total sectors of emissions for the national territory,"168,891"
2008,Denmark,Sulphur oxides,Total sectors of emissions for the national territory,"21,367"
2008,Germany,Sulphur oxides,Total sectors of emissions for the national territory,"453,090"
2008,Estonia,Sulphur oxides,Total sectors of emissions for the national territory,"69,477"
2008,Ireland,Sulphur oxides,Total sectors of emissions for the national territory,"47,518"
2008,Greece,Sulphur oxides,Total sectors of emissions for the national territory,"444,018"
2008,Spain,Sulphur oxides,Total sectors of emissions for the national territory,"507,227"
2008,France,Sulphur oxides,Total sectors of emissions for the national territory,"348,569"
2008,Croatia,Sulphur oxides,Total sectors of emissions for the national territory,"53,853"
2008,Italy,Sulphur oxides,Total sectors of emissions for the national territory,"288,796"
2008,Cyprus,Sulphur oxides,Total sectors of emissions for the national territory,"22,433"
2008,Latvia,Sulphur oxides,Total sectors of emissions for the national territory,"6,606"
2008,Lithuania,Sulphur oxides,Total sectors of emissions for the national territory,"22,856"
2008,Luxembourg,Sulphur oxides,Total sectors of emissions for the national territory,"1,714"
2008,Hungary,Sulphur oxides,Total sectors of emissions for the national territory,"35,586"
2008,Malta,Sulphur oxides,Total sectors of emissions for the national territory,"10,778"
2008,Netherlands,Sulphur oxides,Total sectors of emissions for the national territory,"50,849"
2008,Austria,Sulphur oxides,Total sectors of emissions for the national territory,"20,585"
2008,Poland,Sulphur oxides,Total sectors of emissions for the national territory,"938,916"
2008,Portugal,Sulphur oxides,Total sectors of emissions for the national territory,"114,277"
2008,Romania,Sulphur oxides,Total sectors of emissions for the national territory,"524,774"
2008,Slovenia,Sulphur oxides,Total sectors of emissions for the national territory,"13,047"
2008,Slovakia,Sulphur oxides,Total sectors of emissions for the national territory,"73,261"
2008,Finland,Sulphur oxides,Total sectors of emissions for the national territory,"70,135"
2008,Sweden,Sulphur oxides,Total sectors of emissions for the national territory,"28,261"
2008,United Kingdom,Sulphur oxides,Total sectors of emissions for the national territory,"491,240"
2008,Iceland,Sulphur oxides,Total sectors of emissions for the national territory,"73,868"
2008,Liechtenstein,Sulphur oxides,Total sectors of emissions for the national territory,32
2008,Norway,Sulphur oxides,Total sectors of emissions for the national territory,"20,031"
2008,Switzerland,Sulphur oxides,Total sectors of emissions for the national territory,"11,924"
2008,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"2,561,000"
2009,Belgium,Sulphur oxides,Total sectors of emissions for the national territory,"73,944"
2009,Bulgaria,Sulphur oxides,Total sectors of emissions for the national territory,"443,750"
2009,Czech Republic,Sulphur oxides,Total sectors of emissions for the national territory,"165,891"
2009,Denmark,Sulphur oxides,Total sectors of emissions for the national territory,"15,671"
2009,Germany,Sulphur oxides,Total sectors of emissions for the national territory,"396,493"
2009,Estonia,Sulphur oxides,Total sectors of emissions for the national territory,"54,876"
2009,Ireland,Sulphur oxides,Total sectors of emissions for the national territory,"34,429"
2009,Greece,Sulphur oxides,Total sectors of emissions for the national territory,"423,008"
2009,Spain,Sulphur oxides,Total sectors of emissions for the national territory,"456,912"
2009,France,Sulphur oxides,Total sectors of emissions for the national territory,"299,630"
2009,Croatia,Sulphur oxides,Total sectors of emissions for the national territory,"56,554"
2009,Italy,Sulphur oxides,Total sectors of emissions for the national territory,"236,180"
2009,Cyprus,Sulphur oxides,Total sectors of emissions for the national territory,"17,742"
2009,Latvia,Sulphur oxides,Total sectors of emissions for the national territory,"6,441"
2009,Lithuania,Sulphur oxides,Total sectors of emissions for the national territory,"22,262"
2009,Luxembourg,Sulphur oxides,Total sectors of emissions for the national territory,"1,739"
2009,Hungary,Sulphur oxides,Total sectors of emissions for the national territory,"30,221"
2009,Malta,Sulphur oxides,Total sectors of emissions for the national territory,"8,003"
2009,Netherlands,Sulphur oxides,Total sectors of emissions for the national territory,"37,462"
2009,Austria,Sulphur oxides,Total sectors of emissions for the national territory,"15,115"
2009,Poland,Sulphur oxides,Total sectors of emissions for the national territory,"803,382"
2009,Portugal,Sulphur oxides,Total sectors of emissions for the national territory,"79,081"
2009,Romania,Sulphur oxides,Total sectors of emissions for the national territory,"444,827"
2009,Slovenia,Sulphur oxides,Total sectors of emissions for the national territory,"10,820"
2009,Slovakia,Sulphur oxides,Total sectors of emissions for the national territory,"67,818"
2009,Finland,Sulphur oxides,Total sectors of emissions for the national territory,"59,378"
2009,Sweden,Sulphur oxides,Total sectors of emissions for the national territory,"26,972"
2009,United Kingdom,Sulphur oxides,Total sectors of emissions for the national territory,"400,057"
2009,Iceland,Sulphur oxides,Total sectors of emissions for the national territory,"68,663"
2009,Liechtenstein,Sulphur oxides,Total sectors of emissions for the national territory,31
2009,Norway,Sulphur oxides,Total sectors of emissions for the national territory,"15,497"
2009,Switzerland,Sulphur oxides,Total sectors of emissions for the national territory,"10,050"
2009,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"2,665,000"
2010,Belgium,Sulphur oxides,Total sectors of emissions for the national territory,"60,263"
2010,Bulgaria,Sulphur oxides,Total sectors of emissions for the national territory,"388,794"
2010,Czech Republic,Sulphur oxides,Total sectors of emissions for the national territory,"160,313"
2010,Denmark,Sulphur oxides,Total sectors of emissions for the national territory,"15,753"
2010,Germany,Sulphur oxides,Total sectors of emissions for the national territory,"409,310"
2010,Estonia,Sulphur oxides,Total sectors of emissions for the national territory,"83,273"
2010,Ireland,Sulphur oxides,Total sectors of emissions for the national territory,"28,271"
2010,Greece,Sulphur oxides,Total sectors of emissions for the national territory,"247,647"
2010,Spain,Sulphur oxides,Total sectors of emissions for the national territory,"425,371"
2010,France,Sulphur oxides,Total sectors of emissions for the national territory,"279,719"
2010,Croatia,Sulphur oxides,Total sectors of emissions for the national territory,"35,523"
2010,Italy,Sulphur oxides,Total sectors of emissions for the national territory,"217,350"
2010,Cyprus,Sulphur oxides,Total sectors of emissions for the national territory,"21,919"
2010,Latvia,Sulphur oxides,Total sectors of emissions for the national territory,"4,348"
2010,Lithuania,Sulphur oxides,Total sectors of emissions for the national territory,"22,374"
2010,Luxembourg,Sulphur oxides,Total sectors of emissions for the national territory,"1,668"
2010,Hungary,Sulphur oxides,Total sectors of emissions for the national territory,"31,127"
2010,Malta,Sulphur oxides,Total sectors of emissions for the national territory,"8,090"
2010,Netherlands,Sulphur oxides,Total sectors of emissions for the national territory,"33,859"
2010,Austria,Sulphur oxides,Total sectors of emissions for the national territory,"16,701"
2010,Poland,Sulphur oxides,Total sectors of emissions for the national territory,"866,009"
2010,Portugal,Sulphur oxides,Total sectors of emissions for the national territory,"70,499"
2010,Romania,Sulphur oxides,Total sectors of emissions for the national territory,"349,465"
2010,Slovenia,Sulphur oxides,Total sectors of emissions for the national territory,"10,138"
2010,Slovakia,Sulphur oxides,Total sectors of emissions for the national territory,"72,801"
2010,Finland,Sulphur oxides,Total sectors of emissions for the national territory,"66,957"
2010,Sweden,Sulphur oxides,Total sectors of emissions for the national territory,"28,998"
2010,United Kingdom,Sulphur oxides,Total sectors of emissions for the national territory,"423,600"
2010,Iceland,Sulphur oxides,Total sectors of emissions for the national territory,"73,650"
2010,Liechtenstein,Sulphur oxides,Total sectors of emissions for the national territory,27
2010,Norway,Sulphur oxides,Total sectors of emissions for the national territory,"19,682"
2010,Switzerland,Sulphur oxides,Total sectors of emissions for the national territory,"10,546"
2010,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"2,561,000"
2011,Belgium,Sulphur oxides,Total sectors of emissions for the national territory,"52,938"
2011,Bulgaria,Sulphur oxides,Total sectors of emissions for the national territory,"516,175"
2011,Czech Republic,Sulphur oxides,Total sectors of emissions for the national territory,"160,443"
2011,Denmark,Sulphur oxides,Total sectors of emissions for the national territory,"14,505"
2011,Germany,Sulphur oxides,Total sectors of emissions for the national territory,"399,074"
2011,Estonia,Sulphur oxides,Total sectors of emissions for the national territory,"72,768"
2011,Ireland,Sulphur oxides,Total sectors of emissions for the national territory,"26,659"
2011,Greece,Sulphur oxides,Total sectors of emissions for the national territory,"190,138"
2011,Spain,Sulphur oxides,Total sectors of emissions for the national territory,"461,353"
2011,France,Sulphur oxides,Total sectors of emissions for the national territory,"242,049"
2011,Croatia,Sulphur oxides,Total sectors of emissions for the national territory,"29,503"
2011,Italy,Sulphur oxides,Total sectors of emissions for the national territory,"195,200"
2011,Cyprus,Sulphur oxides,Total sectors of emissions for the national territory,"20,919"
2011,Latvia,Sulphur oxides,Total sectors of emissions for the national territory,"4,314"
2011,Lithuania,Sulphur oxides,Total sectors of emissions for the national territory,"24,179"
2011,Luxembourg,Sulphur oxides,Total sectors of emissions for the national territory,"1,263"
2011,Hungary,Sulphur oxides,Total sectors of emissions for the national territory,"34,575"
2011,Malta,Sulphur oxides,Total sectors of emissions for the national territory,"7,921"
2011,Netherlands,Sulphur oxides,Total sectors of emissions for the national territory,"33,472"
2011,Austria,Sulphur oxides,Total sectors of emissions for the national territory,"15,569"
2011,Poland,Sulphur oxides,Total sectors of emissions for the national territory,"827,545"
2011,Portugal,Sulphur oxides,Total sectors of emissions for the national territory,"64,538"
2011,Romania,Sulphur oxides,Total sectors of emissions for the national territory,"320,090"
2011,Slovenia,Sulphur oxides,Total sectors of emissions for the national territory,"11,890"
2011,Slovakia,Sulphur oxides,Total sectors of emissions for the national territory,"72,244"
2011,Finland,Sulphur oxides,Total sectors of emissions for the national territory,"61,111"
2011,Sweden,Sulphur oxides,Total sectors of emissions for the national territory,"26,210"
2011,United Kingdom,Sulphur oxides,Total sectors of emissions for the national territory,"392,740"
2011,Iceland,Sulphur oxides,Total sectors of emissions for the national territory,"72,995"
2011,Liechtenstein,Sulphur oxides,Total sectors of emissions for the national territory,24
2011,Norway,Sulphur oxides,Total sectors of emissions for the national territory,"18,795"
2011,Switzerland,Sulphur oxides,Total sectors of emissions for the national territory,"8,733"
2011,Turkey,Sulphur oxides,Total sectors of emissions for the national territory,"2,641,000"
2012,Belgium,Sulphur oxides,Total sectors of emissions for the national territory,"47,315"
2012,Bulgaria,Sulphur oxides,Total sectors of emissions for the national territory,"329,980"
